"title","description","organisation_political","organisation_type","organisation_featuring_priority","potential_service","potential_service_link"
"Government Planning Profession","We support professional planners and planning inspectors, most of whom work in the Department for Communities and Local Government and the Planning Inspectorate. Government Planning Profession is part of the Civil Service .",FALSE,"sub_organisation","news","no_featured_links",NA
"Government Property Function","The Government Property Function operates across departments, delivery organisations and agencies. It is a network of over 5,000 members with responsibility for a range of property-related activities. GPF is part of the Civil Service and the Cabinet Office .",FALSE,"sub_organisation","news","no_featured_links",NA
"Government Science & Engineering Profession","We make sure that government has access to the best expertise and advice to support decision making. GSE Profession is part of the Civil Service .",FALSE,"sub_organisation","news","no_featured_links",NA
"Government Security Profession","The Government Security Profession brings security professionals working in government together to help them gain skills and knowledge. Government Security Profession is part of the Civil Service .",FALSE,"sub_organisation","news","no_featured_links",NA
"Leadership College for Government","The Leadership College for Government will equip public and Civil Service leaders with the skills, knowledge, and networks to solve today’s most complex problems. LCG is part of the Cabinet Office and the Government Skills and Curriculum Unit .",FALSE,"sub_organisation","news","no_featured_links",NA
"Government Social Research Profession","The Government Social Research profession supports the development, implementation, review and evaluation of government policy. Government Social Research Profession is part of the Civil Service .",FALSE,"sub_organisation","service","no_featured_links",NA
"Government Statistical Service","Government Statistical Service is part of the Civil Service .",FALSE,"sub_organisation","news","no_featured_links",NA
"Government Tax Profession","An informal network for tax professionals who work at HM Revenue and Customs. Government Tax Profession is part of the Civil Service .",FALSE,"sub_organisation","news","no_featured_links",NA
"Government Veterinary Services ","Government Veterinary Services supports public-sector veterinary professionals and promotes veterinary policy to other vets and the public. Government Veterinary Services is part of the Civil Service .",FALSE,"sub_organisation","news","no_featured_links",NA
"HM Nautical Almanac Office","HM Nautical Almanac Office is a small multi-disciplinary group of specialists whose purpose is to provide solutions to astronomical and celestial navigation problems. HMNAO is part of the UK Hydrographic Office .",FALSE,"sub_organisation","news","HMNAO web services","http://astro.ukho.gov.uk/"
"HM Passport Office","HM Passport Office is the sole issuer of UK passports and responsible for civil registration services through the General Register Office. HM Passport Office is part of the Home Office .",FALSE,"sub_organisation","news","Renew your adult passport","https://www.gov.uk/renew-adult-passport"
"HM Passport Office","HM Passport Office is the sole issuer of UK passports and responsible for civil registration services through the General Register Office. HM Passport Office is part of the Home Office .",FALSE,"sub_organisation","news","Buy birth, death or marriage certificates","https://www.gov.uk/order-copy-birth-death-marriage-certificate"
"HM Passport Office","HM Passport Office is the sole issuer of UK passports and responsible for civil registration services through the General Register Office. HM Passport Office is part of the Home Office .",FALSE,"sub_organisation","news","Privacy policy","https://www.gov.uk/government/publications/ips-privacy-policy"
"Healthcare UK","We help UK healthcare providers to do more business overseas. We do this by promoting the UK healthcare sector to overseas markets and supporting healthcare partnerships between the UK and overseas healthcare providers. Healthcare UK is part of the Department of Health and Social Care , the Department for International Trade , the NHS England , and the NHS Improvement .",TRUE,"sub_organisation","news","no_featured_links",NA
"Immigration Enforcement","Information about Immigration Enforcement. Immigration Enforcement is part of the Home Office .",FALSE,"sub_organisation","news","Return home voluntarily","https://www.gov.uk/return-home-voluntarily"
"Immigration Enforcement","Information about Immigration Enforcement. Immigration Enforcement is part of the Home Office .",FALSE,"sub_organisation","news","Report an immigration crime","https://www.gov.uk/report-immigration-crime"
"Innovate UK","Innovate UK is part of the UK Research and Innovation .",FALSE,"sub_organisation","service","Search for funding opportunities","https://apply-for-innovation-funding.service.gov.uk/competition/search"
"Innovate UK","Innovate UK is part of the UK Research and Innovation .",FALSE,"sub_organisation","service","Support and advice for applicants","https://www.gov.uk/innovation-apply-for-a-funding-award"
