,Abbr,Organisation,Body,service,Servicetype,URL,Servicedesc,Customertype,Businesmodel,Comments,201212,201212digital,201303,201303digital,201306,201306digital,201309,201309digital,201312,201312digital,201403,201403digital,201406,201406digital,201409,201409digital,201412,201412digital,201503,201503digital,201506,201506digital,201509,201509digital,201512,201512digital,201603,201603digital,201606,201606digital,201609,201609digital,201612,201612digital,201703,201703digital,max_observed
259,DfT,Department for Transport,Driver and Vehicle Licensing Agency,Vehicle registration: certificate replacements,Requesting a licence or consent,,Data for applications to replace a lost stolen or damaged vehicle registration certificate (log book).,Individuals,Fees and charges,The volume and cost data presented here is subject to change as the method of calculation is refined. Until it has been through a formal assurance process care should be taken in using the data to support analysis of DVLA business.,,,,,210196,0,214469,0,223876,,228680,,235750,0,467837,0,726221,0,965049,0,1224596,0,1267189,0,1271144,0,1284707,0,1293190,0,1321286,0,1355054,0,1374852,0,1374852
116,BEIS,Department for Business Energy and Industrial Strategy,Department for Business Energy and Industrial Strategy,Warm Home Discount Scheme: claims,Providing information,https://www.gov.uk/thewarmhomediscountscheme,Data for claims to the Warm Home Discount Scheme.,Individuals,Taxpayers,Claimants that have been notified that they may qualify to receive the Warm Home Discount (WHD) are required to contact the WHD Team to confirm their qualification. The service is seasonal  calls are not processed in the April to June quarter. Claims are made on the phone or by correspondence.,,,,,,,200000,0,78258,0,95648,0,74960,0,74960,0,76779,0,70424,0,99708,0,,0,112010,0,188414,0,,0,77090,0,124058,,144889,,200000
313,DHSC,Department of Health and Social Care,NHS Blood and Transplant,Blood donation: medical query,Requesting information,http://www.blood.co.uk/,,Individuals,Taxpayers,,,,,,,,194105,,193448,,198205,,203941,,196815,0,189248,0,185516,0,188105,0,200208,0,201823,,199797,0,193309,0,184258,0,186928,,191720,,203941
261,DfT,Department for Transport,Driver and Vehicle Licensing Agency,Report death of driver,Providing information,,Data for notifications of the death of a driver to DVLA.,Individuals,Fees and charges,The volume and cost data presented here is subject to change as the method of calculation is refined. Until it has been through a formal assurance process care should be taken in using the data to support analysis of DVLA business.,,,,,200453,0,187820,0,176399,,165764,,154806,0,153434,0,155509,0,157908,0,162473,0,165224,0,167252,0,169116,0,167854,0,169023,0,170230,0,170719,0,200453
415,Home Office,Home Office,Home Office,Applications for British citizenship,Requesting a licence or consent,,Data for applications for British citizenship including applications for naturalisation and registration.,Individuals,[not provided],Published data Immigration Statistics British Citizenship table cz_01_q,,,,,179067,,187335,,206340,0,232262,0,210511,0,193282,0,163468,0,127259,0,134779,0,137688,0,142360,0,150767,0,152291,0,147137,0,142179,0,130990,0,232262
314,DHSC,Department of Health and Social Care,NHS Blood and Transplant,Blood donation registrations,Registering,https://my.blood.co.uk/Account/Register,Data for registrations as a blood donor.,Individuals,Taxpayers,,,,,,,,167782,,162647,,166920,,182539,,181539,,203842,,206984,187156,203233,184305,236432,216706,256367,236915,266883,247590,292456,274027,266103,249862,262228,,252853,,292456
364,DWP,Department for Work and Pensions,Department for Work and Pensions,Pension Credit: new claims,Requesting benefits payments or loans,https://www.gov.uk/pensioncredit,Data for applications for Pension Credit an incomerelated benefit paid to people of State Pension age.,Individuals,Taxpayers,New claims involve several interactions with the applicant including assembling evidence to validate identity and eligibility issuing NI numbers and dealing with any appeals against the decisions made.<br>The number of transactions given is the annual number of applications processed whether successful or not.,195000,0,170000,,160000,,160000,0,162000,0,162000,0,162000,0,156000,0,,,140549,0,135562,,131821,,127914,,123304,,118003,0,108460,0,105679,0,104643,0,195000
244,DfT,Department for Transport,Driver and Vehicle Licensing Agency,Fleet licence registrations and amendments,Providing information,,Data for registrations and amendments to vehicle registration certificate details for fleet vehicles.,Business,Fees and charges,From April 2014 volumes for this service have been integrated with 'Vehicle registration certificates: changes'. ,,,,,102198,0,159271,,230280,,250634,,255179,0,167383,0,71717,0,26784,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,255179
225,DfE,Department for Education,Student Loans Company,Applications for Disabled Student Allowance (DSA) targeted support and EU Tuition Fee Loans,Requesting benefits payments or loans,https://www.gov.uk/applyonlineforstudentfinance,Data for applications for Disabled Student Allowances (DSAs) targeted support and EU Tuition Fee Loans.,Individuals,Taxpayers,,150000,0,135476,0,132427,0,153930,0,171951,0,172626,0,177990,0,193967,0,209018,0,211296,0,230697,0,217539,0,209251,0,211786,0,203498,0,214669,,219000,0,216423,0,230697
423,Home Office,Home Office,Home Office,Life in the UK Test,Booking events and resources,https://www.gov.uk/booklifeinuktest,Data for tests taken using a Life in the UK account required for settlement (indefinite leave to remain) in the UK and for British citizenship. ,Individuals,[not provided],Data is for total number of tests taken. ,,,,,159084,,150096,,146597,0,152457,0,145653,0,163846,0,165485,0,165738,0,166147,0,166609,0,173641,0,174923,0,168369,0,157354,0,145162,0,133490,0,174923
346,DWP,Department for Work and Pensions,Health and Safety Executive,Notification under the Reporting of Injuries Diseases and Dangerous Occurrences Regulations 1995 (RIDDOR),Providing information,http://www.hse.gov.uk/riddor/,Data for reports of serious workplace accidents occupational diseases and dangerous occurrences.,Business,Taxpayers,,150000,,148000,,,,131451,,129684,,,,127200,,135460,,134129,,132278,129034,130288,127708,128494,126117,126716,124186,126079,122377,125260,,125241,,126425,,124322,,150000
212,DfE,Department for Education,Education and Skills Funding Agency,Apprenticeships: vacancies posted,Providing information,http://www.apprenticeships.org.uk/,Data for vacancies for apprenticeships posted by employers on the national online recruitment system in England.,Business,Taxpayers,,,,,,,,125631,125631,132740,132740,139790,139790,151540,151540,162210,162210,175868,175868,185254,185254,194990,194990,199562,199562,207645,207645,202036,202036,183910,183910,172220,172220,155823,155823,,,207645
441,MoJ,Ministry of Justice,HM Courts & Tribunals Service,Divorce applications,Requesting a licence or consent,https://www.gov.uk/divorce/filefordivorce,Data for petitions filed to start divorce proceedings.,Individuals,Taxpayers,,129000,,130000,,129000,,123175,0,120534,0,117503,0,115155,0,110701,,111419,,112592,,112609,,113107,,112152,,114323,,114787,,117000,,116355,,114097,,130000
455,MoJ,Ministry of Justice,HM Courts & Tribunals Service,Applications about bringing up children (family disputes),Providing information,,Data for court applications about bringing up children including cases about where the child should live following a divorce or separation.,Individuals,Taxpayers,,110000,,110000,,110000,0,123072,0,121655,0,117768,0,113100,0,100685,,94491,,92376,,89385,,91551,,91831,,93505,,95644,,99356,,103352,,104816,,123072
302,DHSC,Department of Health and Social Care,Department of Health,Nursery milk reimbursements,Requesting benefits payments or loans,,Data for payments for the cost of milk that's given to nursery age children by their carers (nurseries childminders day care settings). ,Business,[not provided],,,,,,117300,,118651,,119283,,107384,,98038,,98788,,99725,,100415,,99885,,99906,,101330,,102560,,105054,,106307,,103310,,86988,,119283
451,MoJ,Ministry of Justice,HM Courts & Tribunals Service,Applications for a nonmoneyremedy,Providing information,,Data for applications to courts for a nonmonetary remedy eg return or recovery of goods.,Individuals,Taxpayers,,115000,,115000,,115000,,115067,0,115680,0,115774,0,115127,0,113424,,111915,,111602,,113424,,115693,,118498,,120075,,120983,,121132,,121227,,123625,,123625
49,BEIS,Department for Business Energy and Industrial Strategy,Insolvency Service,Bankruptcy and liquidation: proof of debt,Providing information,https://www.gov.uk/government/organisations/insolvencyservice,Data for proofs of debt submitted by the creditor to the liquidator official receiver or trustee.,Business,Taxpayers,,87301,,80106,,,,109250,0,643,0,647,0,590,0,555,0,565,0,519,0,608,0,585,0,531,0,528,0,413,0,386,0,339,0,293,0,109250
445,MoJ,Ministry of Justice,HM Courts & Tribunals Service,Immigration and asylum tribunal claims,Requesting information,https://immigrationappealsonline.justice.gov.uk/IACFees/,Data for appeals to an independent body if immigrants or asylumseekers have been refused permission to enter or stay in the UK.,Individuals,[not provided],,,,,,103000,,108904,0,110543,0,107396,0,104986,0,93145,,87696,,88810,,91612,,93628,,91112,,83745,,81247,,75526,,70575,,64507,,110543
256,DfT,Department for Transport,Driver and Vehicle Licensing Agency,Exchange nonGB licence for GB licence,Requesting a licence or consent,https://www.gov.uk/exchangeaforeigndrivinglicence,Data for exchanges of a nonGB driving licence for a GB licence.,Individuals,Fees and charges,The volume and cost data presented here is subject to change as the method of calculation is refined. Until it has been through a formal assurance process care should be taken in using the data to support analysis of DVLA business.,77490,0,,,95485,0,96314,,100421,,105770,,110723,0,112631,0,117987,0,122109,0,129035,0,138504,0,150495,0,161531,0,168645,0,178490,0,181498,0,180304,0,181498
